time of writing,name of the test file,number of accepting traces,number or rejecting traces,depth of formula,number of variables,max length of traces,specified formula,dt solving time,dt num primitive candidates,dt num primitives used,dt subset sizes,dt tree txt representation
2018-05-20 13:48,traces/generated/freshTests/0016.trace,250,250,2,2,5,G(!(x0)),7.301997969159856,7,1,3,experiments/dtStrategy1SubsetSize3/0016_tree.txt
2018-05-20 13:48,traces/generated/freshTests/0075.trace,150,150,4,3,3,"G(->(x1,G(!(x0))))",39.6664559149649,30,12,3,experiments/dtStrategy1SubsetSize3/0075_tree.txt
2018-05-20 13:49,traces/generated/freshTests/0088.trace,350,350,4,3,5,"G(->(x1,G(!(x0))))",101.25769521901384,40,5,3,experiments/dtStrategy1SubsetSize3/0088_tree.txt
2018-05-20 13:51,traces/generated/freshTests/0119.trace,300,171,4,3,8,"|(G(!(x0)),F(&(x0,F(x1))))",202.001312376,42,1,3,experiments/dtStrategy1SubsetSize3/0119_tree.txt
2018-05-20 13:54,traces/generated/freshTests/0176.trace,12,150,6,4,8,"G(&(x0,->(!(x1),U(!(x1),&(x2,!(x1))))))",1.7639549020677805,4,1,3,experiments/dtStrategy1SubsetSize3/0176_tree.txt
2018-05-20 13:54,traces/generated/freshTests/0252.trace,350,350,2,3,3,"->(F(x1),U(x0,x1))",27.948398005915806,21,2,3,experiments/dtStrategy1SubsetSize3/0252_tree.txt
2018-05-20 13:55,traces/generated/freshTests/0054.trace,350,350,3,3,3,"->(F(x1),U(!(x0),x1))",10.449710201006383,10,2,3,experiments/dtStrategy1SubsetSize3/0054_tree.txt
2018-05-20 13:55,traces/generated/freshTests/0157.trace,400,400,1,2,5,F(x0),9.648434240138158,2,1,3,experiments/dtStrategy1SubsetSize3/0157_tree.txt
2018-05-20 13:55,traces/generated/freshTests/0273.trace,150,150,3,3,3,"G(->(x1,G(x0)))",4.285237672040239,8,5,3,experiments/dtStrategy1SubsetSize3/0273_tree.txt
2018-05-20 13:55,traces/generated/freshTests/0138.trace,100,100,1,2,3,F(x0),1.6126665049232543,2,1,3,experiments/dtStrategy1SubsetSize3/0138_tree.txt
2018-05-20 13:55,traces/generated/freshTests/0103.trace,50,50,4,3,5,"|(G(!(x0)),F(&(x0,F(x1))))",15.250246312003583,15,4,3,experiments/dtStrategy1SubsetSize3/0103_tree.txt
2018-05-20 13:55,traces/generated/freshTests/0227.trace,79,450,1,2,8,G(x0),4.683684622170404,2,1,3,experiments/dtStrategy1SubsetSize3/0227_tree.txt
2018-05-20 13:55,traces/generated/freshTests/0248.trace,250,250,2,3,8,"->(F(x1),U(x0,x1))",75.42229496408254,13,3,3,experiments/dtStrategy1SubsetSize3/0248_tree.txt
