time of writing,name of the test file,number of accepting traces,number or rejecting traces,depth of formula,number of variables,max length of traces,specified formula,dt solving time,dt num primitive candidates,dt num primitives used,dt subset sizes,dt tree txt representation
2018-05-21 02:19,traces/generated/freshTests/0008.trace,21,100,2,2,8,G(!(x0)),33.261685751378536,2,1,10,experiments/dtStrategy1Subset10/0008_tree.txt
2018-05-21 02:19,traces/generated/freshTests/0067.trace,5,5,4,3,5,"G(->(x1,G(!(x0))))",43.76061733812094,3,1,10,experiments/dtStrategy1Subset10/0067_tree.txt
2018-05-21 02:20,traces/generated/freshTests/0004.trace,50,50,2,2,5,G(!(x0)),17.317019196227193,2,1,10,experiments/dtStrategy1Subset10/0004_tree.txt
2018-05-21 02:20,traces/generated/freshTests/0096.trace,500,500,4,3,3,"G(->(x1,G(!(x0))))",266.46203488856554,8,1,10,experiments/dtStrategy1Subset10/0096_tree.txt
2018-05-21 02:25,traces/generated/freshTests/0195.trace,500,500,6,4,3,"G(&(x0,->(!(x1),U(!(x1),&(x2,!(x1))))))",/,/,/,10,experiments/dtStrategy1Subset10/0195_tree.txt
2018-05-21 02:35,traces/generated/freshTests/0168.trace,50,50,6,4,3,"G(&(x0,->(!(x1),U(!(x1),&(x2,!(x1))))))",/,/,/,10,experiments/dtStrategy1Subset10/0168_tree.txt
2018-05-21 02:45,traces/generated/freshTests/0223.trace,400,400,1,2,5,G(x0),14.93427125364542,1,1,10,experiments/dtStrategy1Subset10/0223_tree.txt
2018-05-21 02:45,traces/generated/freshTests/0107.trace,100,53,4,3,8,"|(G(!(x0)),F(&(x0,F(x1))))",214.56956539303064,5,1,10,experiments/dtStrategy1Subset10/0107_tree.txt
2018-05-21 02:49,traces/generated/freshTests/0025.trace,400,400,2,2,5,G(!(x0)),30.457950113341212,2,1,10,experiments/dtStrategy1Subset10/0025_tree.txt
2018-05-21 02:49,traces/generated/freshTests/0202.trace,50,50,1,2,5,G(x0),4.098046015948057,1,1,10,experiments/dtStrategy1Subset10/0202_tree.txt
2018-05-21 02:49,traces/generated/freshTests/0126.trace,450,450,4,3,3,"|(G(!(x0)),F(&(x0,F(x1))))",166.56705009937286,8,6,10,experiments/dtStrategy1Subset10/0126_tree.txt
